4c3bbd99-6d56-431a-a1ef-a5099de927ec;Competitor0;1964-01-12;true;+4584662010;mail@mail.com;CRAWL
1ea65289-3ea1-4bd5-8588-15d40f192f2e;Competitor1;1980-10-08;false;+4512753570;mail@mail.com;BUTTERFLY
a6cad255-72da-48a1-a05e-cb9660ddfc0d;Competitor2;1974-12-21;false;+4562841345;mail@mail.com;CRAWL:BACKCRAWL
9b8fced1-34c7-41fb-985c-6eaa77555da2;Competitor3;1979-07-23;true;+458319504;mail@mail.com;CRAWL:BACKCRAWL:BUTTERFLY:BREASTSTROKE
7bd2fb3a-d976-4911-ac31-24e85e986f5e;Competitor4;2005-06-21;false;+456418068;mail@mail.com;CRAWL:BREASTSTROKE
927207da-7c21-4894-8aa2-4c24041c9d86;Competitor5;1980-06-02;false;+455909191;mail@mail.com;CRAWL:BUTTERFLY:BREASTSTROKE
38ee2a5b-fc77-40ad-a107-0054c978493c;Competitor6;1989-10-28;false;+4598406626;mail@mail.com;BACKCRAWL:BREASTSTROKE
1725e940-9dfa-4d5d-abf1-d72e89d352e9;Competitor7;2003-02-15;false;+458845902;mail@mail.com;CRAWL:BUTTERFLY
8279eac7-e4be-4c58-b66a-6d8848578621;Competitor8;1962-11-24;false;+4551785689;mail@mail.com;CRAWL:BACKCRAWL:BUTTERFLY:BREASTSTROKE
d19e2caa-f513-4cc6-ba84-031cffa659a8;Competitor9;2007-09-20;false;+4568239929;mail@mail.com;BACKCRAWL:BUTTERFLY
7c9fd109-cd82-48fb-afd4-6a6582d467b1;Competitor10;1967-09-02;false;+458657735;mail@mail.com;CRAWL:BUTTERFLY
de720a1d-bc31-4941-b239-81a66c6cbba3;Competitor11;1964-09-22;false;+4517680411;mail@mail.com;CRAWL:BACKCRAWL
c443dc27-c887-43c5-ad51-149f1121898e;Competitor12;1973-02-18;false;+4523916769;mail@mail.com;CRAWL:BUTTERFLY
a49ea5f1-7f64-4e5e-a1ab-621314c554ce;Competitor13;1966-12-14;false;+4569689026;mail@mail.com;
9cc77eb0-16e6-4f42-9390-f54f16d707eb;Competitor14;1981-08-27;false;+4591805236;mail@mail.com;CRAWL:BREASTSTROKE
819159a0-1753-447a-9dd7-78307cca1d26;Competitor15;1966-04-19;true;+4521433584;mail@mail.com;BACKCRAWL
c2b50827-9b11-4f87-99fc-59ec0bc9c680;Competitor16;1955-06-21;true;+4553197225;mail@mail.com;BUTTERFLY:BREASTSTROKE
d550080e-33ac-4674-81c5-d12b17851dca;Competitor17;1972-05-28;false;+4525528033;mail@mail.com;BREASTSTROKE
64c24297-3965-4fbc-a1a6-d0f0086b8537;Competitor18;1972-09-11;false;+4595194123;mail@mail.com;CRAWL:BREASTSTROKE
e737ef95-f71d-476f-8802-ff1d91630334;Competitor19;1945-05-07;false;+4535002132;mail@mail.com;CRAWL:BACKCRAWL:BUTTERFLY
ca7745e0-2ace-4d52-ad25-dcc55b71079a;Competitor20;1977-06-06;false;+455571530;mail@mail.com;
28f9d06f-7fbe-40fb-a309-e7a7a12099c8;Competitor21;1947-02-18;false;+4591524963;mail@mail.com;CRAWL:BREASTSTROKE
58a47a69-b0a2-4be0-af19-0173c6fa9351;Competitor22;2009-05-13;true;+4569744658;mail@mail.com;BUTTERFLY:BREASTSTROKE
6f49fa24-3a8a-44c5-b09d-2a8ef4fc315f;Competitor23;1992-01-21;false;+4531090752;mail@mail.com;CRAWL:BUTTERFLY:BREASTSTROKE
6dbfe0b3-e0c1-4813-a127-c8d32a6630be;Competitor24;1983-09-03;true;+4533259315;mail@mail.com;CRAWL:BUTTERFLY:BREASTSTROKE
